FID,Planet,planet_norm,Region,Sector,System,Grid,X,Y,arcgis_hash,deleted,Canon,Legends,zm,name0,name1,name2,lat,long,ref,status,CRegion,CRegion_li
319,Faldos,faldos,Outer Rim,Saijo Sector,Faldos system,K-20,-1411.61,-15528.31,da38e6d86882377d328866cf39f6212cd4d1b4498bdf9f4966da23877ddaa3a0,0,0,1,2,faldos, , ,-79.9837638899,-12.6806723768, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
320,Saijo,saijo,Outer Rim,Saijo Sector,Saijo system,K-20,-1464.76,-15815.4,19929553640f188f1fcfe0b1855b796c63ed685eba542d9c73ce295a11a3a57e,0,1,1,1,saijo, , ,-80.422511391,-13.158124329, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
321,Barkhesh,barkhesh,Outer Rim,Seitia Sector,Barkhesh system,K-19,-818.04,-14616.49,f206fe8afe5629733f3c5b6f02d93cd15a418e892fcea35d566a8e2baa8ccead,0,0,1,2,barkhesh, , ,-78.4541378451,-7.34854473436, ,d,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
322,Manpha,manpha,Outer Rim,Seitia Sector, ,K-20,-1195.13,-15214.07,876c2703bdda59731852ebb8345050b42a5b0f72af0fe5b8c4208f13dab0b684,0,1,1,1,manpha, , ,-79.4806870536,-10.7360140599, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
323,Najarka,najarka,Outer Rim,Rayter Sector,Najarka system,J-19,-2196.31,-14178.5,5c3233f5eb324b5ae9d33fd3d715bde9e6f413584499e9e1f18cf37f63a4bb10,0,0,1,2,najarka, , ,-77.6395713767,-19.729800623, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
324,Thakwaa,thakwaa,Outer Rim,Tunka Sector,Thakwaa system,I-19,-3658.12,-13782.79,6118fb64a598a8353be75c2db4b9d7162315e25faacd3124294d3a7e923d6c0f,0,1,1,1,thakwaa, , ,-76.855132005,-32.8614718378, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
325,Skye,skye,Outer Rim,Varada Sector, ,H-19,-4835.95,-14881.48,2b1c2bfe20aa001ee14fad5a8ef671d97681082581c623b7bf7d432d7203c21c,0,1,1,1,skye, , ,-78.9210120515,-43.4420859055, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
326,Fwatna,fwatna,Outer Rim,Subterrel Sector,Fwatna system,K-20,-413.01,-15772.72,4c5b625da01a255d71c8619c5413557739417a3664d26c08edd57f1224d33f2d,0,0,1,2,fwatna, , ,-80.3585173193,-3.71015175381, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
327,Polis Massa,polis massa,Outer Rim,Subterrel Sector,Polis Massa system,K-20,-465.39,-16097.44,60eaf41d3286a2056b2e445de4289b3d3311f5d9808715d74035359d8d680d13,0,1,1,0,polis massa, , ,-80.8349984094,-4.18063360498, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
328,Subterrel,subterrel,Outer Rim,Subterrel Sector, ,L-20,198.01,-16421.64,f5272c14620df52e9cd38d24e943813fa759ab893ffb0cde943a7ee597c8ffef,0,1,1,1,subterrel, , ,-81.2874194451,1.77880317264, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
329,Quintas,quintas,Outer Rim,Kriz Sector, ,J-19,-1726.11,-13698.99,2ed4da0ab3fbb2ce0f22774d3fee865aec26889bd93f7072a0ee919979bef36a,0,0,1,2,quintas, , ,-76.6828418451,-15.505919118, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
330,Sil'Lume,sil lume,Outer Rim,Kriz Sector, ,K-19,-1230.04,-14518.73,c008a79a3d02709fbed6149e04a62550431cf1e44eefa1d8fed1aa4f499801c3,0,0,1,2,sil'lume, , ,-78.2770313037,-11.0496686271, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
331,Berrol's Donn,berrol s donn,Outer Rim,Kriz Sector, ,K-19,-1241.29,-13818.21,68092507fb40d9b82a25176dbc58c5a942e0100009b5c1e2f5a89e96a2e5c14c,0,1,1,1,berrol's donn,berrols donn, ,-76.9272935016,-11.1507350991, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
332,Elrood,elrood,Outer Rim,Elrood Sector,Elrood system,M-20,2349.14,-15076.47,672dc51e928135812167f3dd34150172d7877189f9b6d9c6b1e77400f7afb57a,0,1,1,1,elrood, , ,-79.252619042,21.1026351087, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
333,Tarabba,tarabba,Outer Rim,Tarabba Sector, ,M-19,2432.06,-14712.69,42dce6e3bdd50c2e975e7e642527fef92d4df1c782268a9eca48ad8dd96bd687,0,0,1,2,tarabba, , ,-78.6258412914,21.8475647056, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
334,Utapau,utapau,Outer Rim,Tarabba Sector,Utapau system,N-19,3085.86,-14765.72,16b184b75e50fd69458644813af006bcc49d37c991ab9d1ab78da01a4c169cb2,0,1,1,0,utapau, , ,-78.7194054203,27.7207464767, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
335,Vestar,vestar,Outer Rim,Rseik Sector,Vestar system,N-20,3908.11,-16055.76,a5b7be324dabcb7304e2c87ff74181917ca77bb7b5e81d6f9faede0f533fd569,0,0,1,1,vestar, , ,-80.7751678746,35.1071179211, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
336,Cotellier,cotellier,Outer Rim,Rseik Sector, ,N-20,4107.13,-15598.36,0c564209cabcf4d6f0b8dba40f73c78b301fcfbf82f1685174260eb0b7fd7411,0,0,1,1,cotellier, , ,-80.0926211959,36.894948954, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
337,Taroon,taroon,Outer Rim,Rseik Sector, ,N-20,4382.96,-15053.67,7d1a71aff875476e6c371de3f28ad1b4ecf8ebb8ddf476b4d1f8e047b6efa390,0,0,1,2,taroon, , ,-79.2143573643,39.3728200351, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
338,Ma'ar Shaddam,ma ar shaddam,Outer Rim,Rseik Sector, ,N-20,4110.62,-15287.61,fe7159f40ea1872a2ac14e27f2e5e18b2074849824ab84f68ae20f63ef94cc4e,0,0,1,2,ma'ar shaddam, , ,-79.6006159969,36.926314411, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
339,Corva Yag,corva yag,Outer Rim,Rseik Sector,Corva Yag system,N-20,3331.99,-15532.02,c0f1968eb37631339ac439267dc5d2c06bab0ffc335edfa1e58777a39d590783,0,0,1,2,corva yag, , ,-79.9895584941,29.9318175618, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
340,Swellen,swellen,Outer Rim,Airam Sector, ,L-20,1444.81,-15202.17,aa321914fc86ea355caa7c7b56151a47c730afc96a8306e03e71019b6a7d63e4,0,0,1,2,swellen, , ,-79.4611573289,12.9789818171, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
341,Skor II,skor ii,Outer Rim,Airam Sector, ,M-20,2115.2,-15617.67,7d1a8d4e93ac69acf2fdd58477175f4a6eb53e679b3b1b7f0109eacd0ef4f471,0,0,1,2,skor, , ,-80.1224205136,19.0011495078, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
342,Kal'Shebbol,kal shebbol,Outer Rim,Kathol Sector,Kal'Shebbol system,M-21,2488.5,-16917.45,c52575069a0de5b4a760ec599b53c7df6c925a6f00b721174ca8cc49981506e8,0,0,1,1,kal'shebbol,kalshebbol, ,-81.9368030166,22.3545427819, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
343,Adarlon,adarlon,Outer Rim,Minos Cluster,Adarlon system,M-20,2439.61,-15838.55,93445ab5d944307ce78704db03b389a13c25c026afd10479dc3d2ffed2a1301c,0,1,1,2,adarlon, , ,-80.457047118,21.9154263877, ,d,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
344,Karideph,karideph,Outer Rim,Minos Cluster,Karideph system,M-20,2436.12,-16048.04,72627523606680902d5b94e8ce2bef8e5290a7686383b1b090640edaea96dafd,0,1,1,1,karideph, , ,-80.7640457295,21.8840609316, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
345,Pergitor,pergitor,Outer Rim,Minos Cluster,Pergitor system,M-20,2450.09,-16254.04,2b6c99586cc670018d164fe514db1b1e00aa4c16e89fbf9741611728f91239b1,0,0,1,2,pergitor, , ,-81.0563762821,22.0095227587, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
346,Besberra,besberra,Outer Rim,Subterrel Sector, ,L-20,617.01,-15660.47,966a36675122c263279c1ae850e85ada5817f95fee45760ecf82558dc2320437,0,0,1,2,besberra, , ,-80.1881644,5.54265797933, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
347,Askaji,askaji,Outer Rim,Subterrel Sector, ,M-20,1835.57,-15992.17,cd03e877966d05123e9c8fce06a320ca9a5a0e3bf4500450da3b506854fda082,0,1,1,1,askaj,askaji, ,-80.6831497777,16.4892023752, ,d,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
348,Praesitlyn,praesitlyn,Outer Rim,Sluis Sector,Praesitlyn system,M-19,2426.82,-13699.26,89943a1e4db22254cbc13d08cefe73a9b9c5750d52441da437cb973d57204f5e,0,0,1,2,praesitlyn, , ,-76.6833974414,21.8005165206, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
349,Sluis Van,sluis van,Outer Rim,Sluis Sector,Sluis system,M-19,2411.11,-13762.11,d557de95213c4bb9c871f978cef9bb230aa4bf2f2ba6aa9fe259378440a3ea10,0,1,1,1,sluis van, , ,-76.8128161291,21.6593719655, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
350,Denab,denab,Outer Rim,Sluis Sector, ,M-19,2382.3,-14016.12,b5f5f869ae35838fceac115412f418fade1807024466d7571b5aab2878b2785d,0,0,1,2,denab, , ,-77.3234085179,21.4006069469, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
351,Dagobah,dagobah,Outer Rim,Sluis Sector,Dagobah system,M-19,2460.86,-14267.52,1042832db04dcf046f6544b91fa3f0c3d85be623cbc2b7f9626eb1dab6f716dc,0,1,1,0,dagobah, , ,-77.8095764016,22.1063297232, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
352,Queyta,queyta,Outer Rim,Danjar Sector,Queyta system,M-19,2696.95,-13916.48,0ffcd460d7d3b26cb71c882986cb308bcbe69a0798e9a4fcf070135e287ec9f2,0,1,1,1,queyta, , ,-77.1254708026,24.227073524, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
353,Shumavar,shumavar,Outer Rim,Atravis Sector, ,L-19,1347.05,-13847.44,5fe0e91783d73ac1c263eae0a0199fd20193b9529d30ad6e476aedd41302b2ab,0,1,1,1,shumavar, , ,-76.9865444899,12.1007490288, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
354,Atravis,atravis,Outer Rim,Atravis Sector, ,L-19,1071.21,-14186.12,8b3853388ad15a96d622f4d2f1505298238ec6195ad970543139f87a277cbe6e,0,1,1,1,atravis, , ,-77.6542067898,9.62287794767, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
355,Tosste,tosste,Outer Rim,Atravis Sector, ,L-19,505.27,-14839.95,aa2cc48ba8f467652b46b50bccb460cac94ac209cba8391a1cd70d3085f3e915,0,1,1,2,tosste, , ,-78.8491004567,4.53896336391, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
356,Mustafar,mustafar,Outer Rim,Atravis Sector,Mustafar system,L-19,267.85,-14770.12,9b850803c713ac0d1bf8352d222546b56b4ff9c272b64ce422d288ed45421d8c,0,1,1,0,mustafar, , ,-78.7271290232,2.40611230694, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
357,Dorlo,dorlo,Outer Rim,Atravis Sector, ,L-19,355.52,-13920.63,5f4fe37045df8ef20ccda8b04acd38c29c89a2be50282edb61cfae1b67709199,0,0,1,2,dorlo, , ,-77.1337783516,3.19373377534, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
358,Rutan,rutan,Outer Rim,Atravis Sector,Rutan system,L-20,163.1,-15237.99,4c9cc4d22eb64fc29381e0caeee74fd7836a80b4c241b12ede51783de9f82973,0,1,1,1,rutan, , ,-79.5198505205,1.4651486046, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
359,Kelrodo-Ai,kelrodo ai,Outer Rim,Steniplis Sector, ,L-18,935.19,-13412.49,c0a1a78a747e566d0f0c5186d9484477a2c7d14ea32c661e0b288aa51818ad71,0,0,1,2,kelrodo-ai,kelrodoai, ,-76.0768739359,8.40094816403, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
360,Ryoone,ryoone,Outer Rim,Wazta Sector,Ryoone system,I-17,-3527.77,-11931.09,5b431897b039c6986155ba9b09dfdd7a16bb0d97a4968a536a36e7ac86eaf705,0,1,1,1,ryoone, , ,-72.4873461064,-31.6904947872, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
361,Vassek,vassek,Outer Rim,Wazta Sector,Vassek system,I-17,-3115.76,-11644.78,47b007cd3eea4e240622bd431a7156b1a6eb9ad0ad29a85b13d075ac12c7c4e1,0,1,1,2,vassek, , ,-71.6966189179,-27.9893708936, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
362,Koda Station,koda station,Outer Rim,Wazta Sector, ,I-18,-4187.68,-12151.06,3eb4c0d64f6965c77497d1cbf02777dd05d41caf9f5e56a45112256855484cd3,0,1,1,1,koda station, , ,-73.0722818145,-37.6185661079, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
363,Cmaoli Di,cmaoli di,Outer Rim,Brema Sector, ,M-17,2748.92,-11585.98,e3160fdafd7839382ed1ad17c5de5b0cabbe6e0a082f856b97ee07636a1fa896,0,0,1,2,cmaoli di, , ,-71.5300148537,24.6939799033, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
364,Sullust,sullust,Outer Rim,Brema Sector,Sullust system,M-17,2340.41,-11719.53,bfad8f1d76c6dbf33dade84e4da8dbfe4772ccf086014a55ae973ffc2e4d7b23,0,1,1,0,sullust, , ,-71.9063460964,21.0242214667, , ,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
365,Bortras,bortras,Outer Rim,Brema Sector, ,M-18,2164.95,-12138.52,15d15163847530b54090e5bd25edca6b8544e289c0253a100a4d44675c0047aa,0,0,1,2,bortras, , ,-73.0394673785,19.4481072665, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
366,Belsavis,belsavis,Outer Rim,Bozhnee Sector,Belsavis system,L-18,608.84,-12250.76,e79bcf0cc9de98985f88731355902d32fde6852e1a00a5e6c23a2caf735c74de,0,1,1,1,belsavis, , ,-73.331120611,5.46925566189, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
367,Ossel II,ossel ii,Outer Rim,Bozhnee Sector,Ossel system,L-18,657.91,-12255.84,543b60fb6ae275ba1e2ff469c88ef2c99bab97038ba4f3fdee6564bddb02df60,0,0,1,3,ossel, , ,-73.344220692,5.91014004117, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
368,Garnib,garnib,Outer Rim,Bozhnee Sector,Garnib system,L-18,739.67,-12230.05,43685a2e91cc58daeae53999fc1c1a6dc035db9c7a1d0594ed57e15ccae66d15,0,0,1,3,garnib, , ,-73.2776709083,6.64457040029, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
369,Dolla,dolla,Outer Rim,Videnda Sector, ,L-18,375.76,-12653.55,9c9d7aa2b8d3f8ec15249bf2997b913c325bb5a5315cf2b306460b984e6ba0ea,0,1,1,1,dolla, , ,-74.3381898164,3.37550498679, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
370,Dorvalla,dorvalla,Outer Rim,Videnda Sector,Dorvalla system,M-18,2091.63,-12594.17,56568b9dfec0f71b67540f635eeac9e6ff7421d8004a7044b5b243f67a6b0db5,0,1,1,2,dorvalla, , ,-74.1935427378,18.7894326752, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
371,Lutrillia,lutrillia,Outer Rim,Yarith Sector, ,J-18,-1640.25,-12658.75,f1e1549e7a68ff7fa0a129976de884a1b941f21f584b6ac198848b5627f648de,0,1,1,1,lutrillia, , ,-74.350779381,-14.7346284286, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
378,Shuldene,shuldene,Outer Rim,Yarith Sector, ,J-18,-1720.54,-12464.98,42278fd6fd819346b616ed0f67898b525f9b68a03a9b5d3781ab14b349157599,0,0,1,3,shuldene, , ,-73.8743126511,-15.4558717421, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
381,Gerrenthum,gerrenthum,Outer Rim,Anoat Sector, ,K-18,-1353.62,-12610.64,db6a205a1ff5c5f67b742c9eadb4b9799a7f04cebbb8374837bbe1a00fc06183,0,1,1,1,gerrenthum, , ,-74.2337743528,-12.159803309, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
382,Bespin,bespin,Outer Rim,Anoat Sector,Bespin system,K-18,-1429.96,-12747.85,17f28db5cc3bb7649050efb5865400e26100da98c85808239311e0a9d656c0d0,0,1,1,0,bespin,lando, ,-74.5652450295,-12.8455155176, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
383,Hoth,hoth,Outer Rim,Anoat Sector,Hoth system,K-18,-1421.32,-12880.35,bf0274403997b991c4b7e5cdd27fbcf2e492f57cd61214ac1a4a2d96f9ea114b,0,1,1,0,hoth, , ,-74.8788731209,-12.7679571787, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
384,Isde Naha,isde naha,Outer Rim,Yarith Sector,Isde Naha system,K-18,-1236.56,-13362.24,ce58854b6beef5cecdf4974e35938c8df7631650d59e05bac2024d77b8651d14,0,1,1,1,isde naha, , ,-75.9678499446,-11.1081807452, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
385,Javin,javin,Outer Rim,Javin Sector,Javin system,K-18,-1234.87,-12172.57,52c9082d0c86fed457d1d7845ed52fe03a744342f1afed4b29823e0799da3d35,0,0,1,1,javin, , ,-73.1284596181,-11.0929790875, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
386,Aztubek,aztubek,Outer Rim,Javin Sector,Aztubek system,K-18,-1271.44,-12230.18,8cc47a8cd4c24395ab8eeccb55792d19c916c1a36022aa03cc12369ba5fe539b,0,0,1,3,aztubek, , ,-73.2780183493,-11.421571311, ,d,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
387,Kumru,kumru,Outer Rim,Javin Sector,Kumru system,K-18,-1255.7,-12306.51,a5c71ff569ca133920332ac1513e0268098d4201b5355732fc57fb67c73c9cdb,0,0,1,3,kumru, , ,-73.47418839,-11.2801518732, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
389,High Chunah,high chunah,Outer Rim,Javin Sector,High Chunah system,K-18,-1268.53,-12386.15,8a6701f4054113e4d6e765280b33f3d6bb8cf5736d3c95c6cc75953f77b97c44,0,0,1,3,high chunah, , ,-73.676472936,-11.3954265409, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
390,Kirtarkin,kirtarkin,Outer Rim,Anoat Sector,Kirtarkin system,K-18,-1345.79,-12464.74,f882a3ef015cb3fe2611fc09bf9069cf9a8891e13fa1a56c3545d82124028b71,0,1,1,3,kirtarkin, , ,-73.8737075077,-12.0894513459, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
391,Mexeluine,mexeluine,Outer Rim,Anoat Sector,Mexeluine system,K-18,-1345.56,-12537.03,dbafc111b62f6c415b2893b34896b280622b2bd933bba7900bb89f7a21e09bf7,0,1,1,3,mexeluine, , ,-74.0531196701,-12.0873716481, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
392,The Ring,the ring,Outer Rim,Anoat Sector, ,K-18,-1273.86,-12571.1,377aba7f3e5f20d4d2b4c9e69bf6524ede71aa34596b171c727e4432adf2673a,0,1,1,3,the ring, , ,-74.1369798915,-11.4432595857, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
393,Council,council,Outer Rim,Anoat Sector,Council system,K-18,-1235.82,-12611.65,092e7dbd32872b91dc91c8aa5656564926cfb8b1a67307133236e7c694b102fb,0,1,1,3,council, , ,-74.236237977,-11.1015949776, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
394,Nothoiin,nothoiin,Outer Rim,Anoat Sector,Nothoiin system,K-18,-1128.34,-12646.35,7440f435cfdd3f8a291f1932b41931b2a28c5f54f48122654dd587af758fd5a5,0,1,1,3,nothoiin, , ,-74.3207119907,-10.1360210845, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
395,Saila Na,saila na,Outer Rim,Anoat Sector, ,K-18,-1054.12,-12633.91,476a8ad9191961711697d0dae6e9c8299620a7837fc06d49e8309ca7cdb7fbf0,0,0,1,3,saila na, , ,-74.2904938837,-9.46932944795, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
396,Bavva,bavva,Outer Rim,Anoat Sector,Bavva system,K-18,-985.66,-12619.16,add75756a192e5f3cd00ef22ff01ec3d4b6810dd53a4ed990876a612dc508012,0,1,1,3,bavva, , ,-74.2545764516,-8.85433315295, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
397,Zephry,zephry,Outer Rim,Anoat Sector, ,K-18,-1046.16,-12800.6,f40c5d8494be2ea791563bf7f2ef61455caf193042e5cd5a5e54ab54fdfd5ade,0,0,1,3,zephry, , ,-74.6908646464,-9.3978274635, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
398,Polmanar,polmanar,Outer Rim,Anoat Sector,Polmanar system,K-18,-1003.7,-12948.64,c909c74bbf2e7557f169c8b6927d25e468040041d7ef9a7a778948284300a5d9,0,1,1,3,polmanar, , ,-75.0380693646,-9.01635150096, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
399,Delphon,delphon,Outer Rim,Anoat Sector,Delphon system,K-18,-1012.03,-13024.44,3747dd52766715f6a99af5fad2f4eca1f46bf6890a5ffc2afa21fb93a8e90dc2,0,1,1,3,delphon, , ,-75.2128700295,-9.09122061454, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
401,Tinoon,tinoon,Outer Rim,Anoat Sector, ,K-18,-991,-13113.74,2f1b6be33c492c39b94df2274038cc0601f7d5136e0a7f92f2cf5dfcd2e7abfb,0,1,1,3,tinoon, , ,-75.4162265687,-8.9022652317, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
403,Mev,mev,Outer Rim,Anoat Sector, ,K-18,-1003.73,-13245.93,94c7470d8492c0a87ff07797475247e7d390200c1192f10c9de0699a77c4778b,0,0,1,3,mev, , ,-75.7122551661,-9.01664860077, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
404,Togominda,togominda,Outer Rim,Yarith Sector,Togominda system,K-18,-1243.47,-13466.74,323be52f86b77d121325b933147afbbe1033f37afead92f5c8b00863a440787a,0,0,1,3,togominda, , ,-76.1936637706,-11.1702646126, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
408,Mijos,mijos,Outer Rim,Anoat Sector,Mijos system,K-18,-1449.61,-12523.45,035d9293586c1375c44f34a2aafba575b4d0d01138cf31b5a14e667e09afdc55,0,1,1,3,mijos, , ,-74.0195638615,-13.0220313314, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
409,Indellian,indellian,Outer Rim,Yarith Sector,Indellian system,K-18,-1364.78,-12686.78,1379f1d50c49efdd9570e0e36f38662a71a5ebf2bc6bdea7ec359a3ee00cf949,0,0,1,3,indellian, , ,-74.4185725257,-12.2600301248, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
410,Varonat,varonat,Outer Rim,Anoat Sector,Varonat system,K-18,-1411.41,-12719.06,353c3e1ae9883a759461bdff8ef1b967fb4f8f5802932aef79bc1043f0ab9afc,0,0,1,3,varonat, , ,-74.4962709086,-12.678940645, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
411,Anoat,anoat,Outer Rim,Anoat Sector,Anoat system,K-18,-1428.35,-12811.07,d4a18340e90d05a6b39d8cefa07c340e1ed72e4c31fca01eb57705e8aff8b232,0,1,1,3,anoat, , ,-74.7156745996,-12.8310556707, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
412,Bendeluum,bendeluum,Outer Rim,Anoat Sector,Bendeluum system,K-18,-1342.75,-12745.19,3d14743c31a0d8313cdf5d713a1938d6f7b31df547cffd6e860636d835bb660b,0,1,1,3,bendeluum, , ,-74.5588851343,-12.0621617511, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
413,Ison,ison,Outer Rim,Anoat Sector,Ison system,K-18,-1367.35,-12918.61,eb94cb8e119b859160c447246780082d37c1a3bb379a14b3c4062b0b57b5a693,0,1,1,3,ison, , ,-74.9682734574,-12.2830850587, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
414,Zhanox,zhanox,Outer Rim,Anoat Sector,Zhanox system,K-18,-1337.45,-12808.61,e164a89d9d715521a03624c616062f8b2cfbb308d07e476743ff4470eeb37eca,0,1,1,3,zhanox, , ,-74.7098466418,-12.0145069661, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
415,Ione,ione,Outer Rim,Anoat Sector,Ione system,K-18,-1312.12,-12870.99,cbdf87566f042d4a069cb5289e627249364927de49bc9177f77113f38fbf15ab,0,1,1,3,ione, , ,-74.8569147994,-11.7869286272, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
416,Mataou,mataou,Outer Rim,Anoat Sector,Mataou system,K-18,-1330.83,-12924.7,15dc443480ec60ab6fdd761bccc35272f0e71aff5856f6a38f1c9dcc0c280dad,0,1,1,3,mataou, , ,-74.9824448534,-11.9550870339, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
417,Allyuen,allyuen,Outer Rim,Anoat Sector,Allyuen system,K-18,-1165.87,-12860.87,f59d2536a405bf7489df32ed243164de967bd746b56996047bf03181665a1409,0,1,1,3,allyuen, , ,-74.8331474914,-10.4731539328, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
